Date,Team,Opp,VOID,GameId,HorA,Win_Odds,CS_Odds,Odds_GF,Pinn_Odds,Pinn_CS,Pinn_Goals,bet365_CS,skybet_CS,PaddyPower_CS,WilliamHill_CS,888sport_CS,betfair_CS,BetVictor_CS,UniBet_CS,MansionBet_CS,BetFred_CS,SBK_CS,BetWay_CS,BoyleSports_CS,10bet_CS,SportNation_CS,novibet_CS,VBet_CS,SportingIndex_CS,GentingBet_CS,RedZone_CS,SpreadEx_CS,bet365_Goals,skybet_Goals,PaddyPower_Goals,WilliamHill_Goals,888sport_Goals,betfair_Goals,BetVictor_Goals,UniBet_Goals,MansionBet_Goals,BetFred_Goals,SBK_Goals,BetWay_Goals,BoyleSports_Goals,10bet_Goals,SportNation_Goals,novibet_Goals,VBet_Goals,SportingIndex_Goals,GentingBet_Goals,RedZone_Goals,SpreadEx_Goals,OddsShark_GF,FiveThirtyEight_Odds,FiveThirtyEight_Goals,FiveThirtyEight_SPI,FiveThirtyEight_Importance,GamesPlayed,xG,xA,PSxG,PSxG/SoT,Sh,SoT,KP,Fls,Fld,Crs,Int,TklW,xG_A,xA_A,PSxG_A,PSxG/SoT_A,Sh_A,SoT_A,KP_A,Fls_A,Fld_A,Crs_A,Int_A,TklW_A,MatchReport_URL,Real_Sh,Real_SoT,Real_KP,Real_Fls,Real_Fld,Real_Crs,Real_Int,Real_TklW,Real_Goals,SoT%,Real_Chances,Real_xPTS,game_xG,game_xA,game_PSxG,game_PSxG/SoT,game_KP
8/28/21,Betis,Real Madrid,void,15,H,22.22222222,18.52762923,1.330497037,,,,18.18181818,16.66666667,,20.0,,,,,,,,,,,,,19.60784314,18.18181818,,,,1.328571429,0.9,,0.892857143,,,,,,,,,,,,,0.929242949,0.887527948,,,,0.8,24.21,1.17,72.62,35.1,2,2.4,1.2,1.9,0.27,25,7,18,30,20,37,25,20,2.0,1.0,2.0,0.37,13,3,9,22,29,25,21,24,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga,13.0,7.0,11.0,20.0,18.0,10.0,11.0,18.0,0.0,0.538461538,,,,,,,
8/28/21,Real Madrid,Betis,void,15,A,53.33333333,33.81928181,1.835177914,,,,33.33333333,33.33333333,,35.71428571,,,,,,,,,,,,,33.92857143,32.78688525,,,,1.83107089,0.948717949,,0.950888192,,,,,,,,,,,,,0.980416157,0.935384615,,,,2.0,51.33,1.81,86.4,52.4,2,3.0,2.3,4.0,0.33,40,12,27,17,29,29,48,20,3.6,1.8,2.6,0.25,19,7,15,31,15,25,28,21,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga,13.0,3.0,8.0,18.0,18.0,11.0,18.0,9.0,1.0,0.230769231,,,,,,,
8/29/21,Barcelona,Getafe,void,16,H,70.58823529,49.61782662,2.059803748,,,,50.0,47.61904762,,51.28205128,,,,,,,,,,,,,51.11111111,48.07692308,,,,2.043956044,0.901098901,,0.939278937,,,,,,,,,,,,,0.940478506,0.902777778,,,,2.6,73.8,2.29,88.23,75.7,2,3.7,2.9,3.9,0.35,22,11,18,21,30,23,33,16,2.5,1.3,3.0,0.33,27,9,14,33,20,22,30,19,https://fbref.com/en/matches/c2818e17/Barcelona-Getafe-August-29-2021-La-Liga,7.0,3.0,7.0,18.0,20.0,7.0,15.0,17.0,2.0,0.428571429,,,,,,,
8/29/21,Getafe,Barcelona,void,16,A,11.11111111,13.86452046,0.909534326,,,,14.28571429,13.33333333,,14.28571429,,,,,,,,,,,,,14.08450704,13.33333333,,,,0.909803922,0.733333333,,0.733333333,,,,,,,,,,,,,0.744388456,0.720930233,,,,0.0,8.58,0.64,71.06,24.7,2,1.7,0.9,1.2,0.31,33,4,20,33,34,31,26,12,2.1,0.8,1.4,0.12,12,4,8,34,32,12,26,15,https://fbref.com/en/matches/c2818e17/Barcelona-Getafe-August-29-2021-La-Liga,8.0,3.0,8.0,23.0,17.0,8.0,27.0,15.0,1.0,0.375,,,,,,,
8/29/21,Cádiz,Osasuna,void,17,H,31.11111111,34.24947146,1.145377072,,,,33.33333333,33.33333333,,36.36363636,,,,,,,,,,,,,34.88372093,33.33333333,,,,1.137719298,0.844444444,,0.861111111,,,,,,,,,,,,,0.861253197,0.822357312,,,,0.8,35.16,1.19,57.1,43.0,2,1.9,0.8,2.3,0.35,15,4,10,20,26,25,20,25,2.5,1.0,2.8,0.28,28,10,17,28,17,34,22,19,https://fbref.com/en/matches/99bb8435/Cadiz-Osasuna-August-29-2021-La-Liga,6.0,2.0,5.0,13.0,6.0,17.0,19.0,4.0,2.0,0.333333333,,,,,,,
8/29/21,Osasuna,Cádiz,void,17,A,40.0,39.57969577,1.273312513,,,,40.0,38.0952381,,40.0,,,,,,,,,,,,,40.74074074,39.0625,,,,1.275,0.9,,0.892857143,,,,,,,,,,,,,0.923076923,0.875628498,,,,1.1,35.58,1.2,66.87,26.1,2,3.1,1.7,2.5,0.24,29,7,21,37,19,46,30,24,0.9,0.7,0.2,0.06,14,3,10,20,37,20,23,21,https://fbref.com/en/matches/99bb8435/Cadiz-Osasuna-August-29-2021-La-Liga,12.0,2.0,10.0,7.0,10.0,17.0,11.0,7.0,3.0,0.166666667,,,,,,,
8/29/21,Rayo Vallecano,Granada,void,18,H,37.77777778,34.98186498,1.337674793,,,,36.36363636,33.33333333,,35.71428571,,,,,,,,,,,,,35.71428571,33.78378378,,,,1.328571429,0.9,,0.920983778,,,,,,,,,,,,,0.933908046,0.890625,,,,1.2,41.08,1.32,59.57,42.5,2,0.8,0.4,0.6,0.16,13,4,7,22,32,17,29,17,5.5,3.8,5.9,0.33,32,14,27,33,21,28,14,17,https://fbref.com/en/matches/6bb68301/Rayo-Vallecano-Granada-August-29-2021-La-Liga,18.0,5.0,8.0,20.0,16.0,12.0,26.0,9.0,4.0,0.277777778,,,,,,,
8/29/21,Granada,Rayo Vallecano,void,18,A,34.04255319,32.55384615,1.263635162,,,,33.33333333,30.76923077,,33.33333333,,,,,,,,,,,,,33.33333333,32.0,,,,1.236538462,0.9,,0.892857143,,,,,,,,,,,,,0.9100271,0.878753108,,,,1.0,29.96,1.08,61.83,36.7,2,1.1,1.0,1.2,0.4,16,3,12,35,28,16,22,23,3.0,1.6,1.4,0.06,32,8,23,31,32,28,32,22,https://fbref.com/en/matches/6bb68301/Rayo-Vallecano-Granada-August-29-2021-La-Liga,9.0,3.0,5.0,18.0,18.0,4.0,14.0,10.0,0.0,0.333333333,,,,,,,
8/29/21,Atlético Madrid,Villarreal,void,19,H,54.28571429,46.51515152,1.646744287,,,,47.61904762,45.45454545,,47.61904762,,,,,,,,,,,,,46.42857143,45.45454545,,,,1.627372627,0.952380952,,0.969187675,,,,,,,,,,,,,0.992456897,0.923092512,,,,1.9,55.8,1.7,84.8,63.3,2,2.7,2.3,3.0,0.38,21,8,17,25,20,10,24,20,2.3,1.2,1.1,0.07,13,3,8,21,24,22,32,20,https://fbref.com/en/matches/ac93ead3/Atletico-Madrid-Villarreal-August-29-2021-La-Liga,23.0,3.0,12.0,12.0,6.0,20.0,16.0,8.0,2.0,0.130434783,,,,,,,
8/29/21,Villarreal,Atlético Madrid,void,19,A,18.86792453,23.9331656,0.9667107,,,,23.07692308,22.22222222,,25.0,,,,,,,,,,,,,24.67532468,24.69135802,,,,0.963636364,0.763636364,,0.771799629,,,,,,,,,,,,,0.786713287,0.747767857,,,,0.4,18.88,0.88,76.08,52.6,2,1.7,1.3,0.4,0.08,26,5,18,29,27,25,27,19,2.1,1.3,1.4,0.35,20,4,13,31,25,21,26,25,https://fbref.com/en/matches/ac93ead3/Atletico-Madrid-Villarreal-August-29-2021-La-Liga,2.0,2.0,2.0,6.0,12.0,4.0,16.0,16.0,2.0,1.0,,,,,,,
9/11/21,Athletic Club,Mallorca,void,21,H,55.17241379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,53.32,1.47,72.54,34.5,3,3.4,2.4,2.2,0.2,31,11,20,45,33,41,42,29,3.0,2.2,0.6,0.11,29,5,22,35,41,51,38,32,https://fbref.com/en/matches/f8700700/Athletic-Club-Mallorca-September-11-2021-La-Liga,20.0,5.0,11.0,7.0,15.0,12.0,6.0,17.0,2.0,0.25,,,,,,,
9/11/21,Mallorca,Athletic Club,void,21,A,16.94915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,18.64,0.75,63.12,21.5,3,2.2,1.6,2.5,0.28,30,9,18,43,47,32,25,27,1.9,1.1,0.3,0.05,26,5,15,49,41,34,23,28,https://fbref.com/en/matches/f8700700/Athletic-Club-Mallorca-September-11-2021-La-Liga,7.0,1.0,4.0,15.0,6.0,11.0,11.0,9.0,0.0,0.142857143,,,,,,,
9/12/21,Espanyol,Atlético Madrid,void,23,H,21.73913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,17.62,0.85,63.45,30.2,3,3.0,1.8,1.6,0.18,32,9,18,39,41,30,24,25,2.4,1.5,1.5,0.17,39,9,26,44,36,47,26,26,https://fbref.com/en/matches/baafc274/Espanyol-Atletico-Madrid-September-12-2021-La-Liga,9.0,3.0,6.0,11.0,10.0,5.0,16.0,12.0,1.0,0.333333333,,,,,,,
9/12/21,Atlético Madrid,Espanyol,void,23,A,51.28205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,57.58,1.74,84.96,58.4,3,4.5,3.4,4.4,0.4,44,11,29,36,26,30,40,28,2.8,1.8,2.3,0.27,15,5,10,27,35,26,48,36,https://fbref.com/en/matches/baafc274/Espanyol-Atletico-Madrid-September-12-2021-La-Liga,13.0,3.0,9.0,11.0,10.0,23.0,13.0,11.0,2.0,0.230769231,,,,,,,
9/12/21,Osasuna,Valencia,void,24,H,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,40.78,1.39,67.94,17.9,3,5.5,2.5,5.1,0.27,41,9,31,43,25,63,41,31,2.4,1.5,1.2,0.18,20,5,15,29,42,37,42,25,https://fbref.com/en/matches/a4c4a359/Osasuna-Valencia-September-12-2021-La-Liga,11.0,2.0,9.0,22.0,15.0,12.0,12.0,4.0,1.0,0.181818182,,,,,,,
9/12/21,Valencia,Osasuna,void,24,A,30.76923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,31.38,1.19,68.46,27.7,3,4.8,2.7,5.0,0.31,30,10,24,56,44,27,41,19,2.4,1.6,2.5,0.32,40,8,28,44,54,42,27,22,https://fbref.com/en/matches/a4c4a359/Osasuna-Valencia-September-12-2021-La-Liga,10.0,4.0,7.0,15.0,22.0,14.0,17.0,7.0,4.0,0.4,,,,,,,
9/12/21,Cádiz,Real Sociedad,void,25,H,18.18181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,20.48,0.99,55.09,42.8,3,3.5,1.5,3.4,0.36,21,6,15,29,31,42,39,29,5.0,1.9,5.4,0.29,40,12,27,34,23,51,33,26,https://fbref.com/en/matches/fdc88091/Cadiz-Real-Sociedad-September-12-2021-La-Liga,5.0,1.0,3.0,9.0,9.0,6.0,13.0,13.0,0.0,0.2,,,,,,,
9/12/21,Real Sociedad,Cádiz,void,25,A,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,54.85,1.78,78.27,50.3,3,3.8,2.7,4.2,0.27,30,12,22,54,38,28,39,29,3.4,2.7,3.5,0.39,28,9,20,39,52,30,47,33,https://fbref.com/en/matches/fdc88091/Cadiz-Real-Sociedad-September-12-2021-La-Liga,16.0,3.0,11.0,10.0,9.0,11.0,8.0,5.0,2.0,0.1875,,,,,,,
9/12/21,Real Madrid,Celta Vigo,void,26,H,70.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,71.33,2.35,86.66,56.8,3,4.1,3.3,4.9,0.33,53,15,35,30,42,40,66,29,4.4,2.6,3.6,0.2,32,14,26,46,27,35,39,39,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga,14.0,10.0,11.0,9.0,17.0,14.0,9.0,7.0,5.0,0.714285714,,,,,,,
9/12/21,Celta Vigo,Real Madrid,void,26,A,11.36363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.62,0.79,67.62,23.6,3,3.3,2.2,1.0,0.11,25,1,18,31,37,44,44,45,4.6,3.3,5.0,0.35,33,12,28,39,30,33,53,34,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga,11.0,4.0,8.0,17.0,8.0,8.0,15.0,12.0,2.0,0.363636364,,,,,,,
9/13/21,Getafe,Elche,void,27,H,53.57142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,51.85,1.31,72.11,24.4,3,2.0,1.3,1.5,0.21,41,7,28,55,49,39,53,27,3.6,2.2,2.3,0.2,19,7,15,50,51,19,41,32,https://fbref.com/en/matches/f8108665/Getafe-Elche-September-13-2021-La-Liga,10.0,1.0,6.0,7.0,15.0,18.0,11.0,8.0,0.0,0.1,,,,,,,
9/13/21,Elche,Getafe,void,27,A,18.86792453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,17.61,0.63,59.85,37.2,3,1.8,1.6,0.5,0.06,19,8,14,29,43,31,45,20,3.6,3.2,1.8,0.15,35,12,30,44,27,41,48,31,https://fbref.com/en/matches/f8108665/Getafe-Elche-September-13-2021-La-Liga,8.0,3.0,8.0,16.0,7.0,9.0,13.0,7.0,1.0,0.375,,,,,,,
9/13/21,Granada,Betis,void,28,H,32.0754717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,31.05,1.15,59.49,39.7,3,1.7,1.4,1.4,0.23,25,6,17,49,45,20,36,33,5.1,2.4,3.1,0.14,50,13,31,50,45,40,58,31,https://fbref.com/en/matches/2b813dce/Granada-Real-Betis-September-13-2021-La-Liga,11.0,2.0,7.0,9.0,13.0,11.0,18.0,4.0,1.0,0.181818182,,,,,,,
9/13/21,Betis,Granada,void,28,A,40.74074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,40.62,1.36,72.53,23.7,3,3.2,2.0,2.9,0.21,38,14,29,45,32,47,36,38,3.2,1.9,3.0,0.34,26,6,17,35,42,36,39,33,https://fbref.com/en/matches/2b813dce/Granada-Real-Betis-September-13-2021-La-Liga,20.0,8.0,15.0,14.0,9.0,9.0,7.0,9.0,2.0,0.4,,,,,,,
9/17/21,Celta Vigo,Cádiz,,29,H,63.15789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,58.11,1.92,68.27,27.4,4,5.1,3.6,2.7,0.36,36,5,26,47,44,52,59,57,8.0,5.2,9.9,0.37,47,22,39,47,46,47,62,41,https://fbref.com/en/matches/e52a32d1/Celta-Vigo-Cadiz-September-17-2021-La-Liga,13.0,5.0,10.0,9.0,10.0,19.0,14.0,3.0,1.0,0.384615385,,,,,,,
9/17/21,Cádiz,Celta Vigo,,29,A,13.88888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,18.65,0.99,54.1,41.9,4,3.8,1.6,3.4,0.31,26,7,18,39,40,48,52,42,7.0,2.8,6.8,0.27,56,15,38,43,32,62,41,31,https://fbref.com/en/matches/e52a32d1/Celta-Vigo-Cadiz-September-17-2021-La-Liga,6.0,2.0,3.0,10.0,9.0,6.0,13.0,9.0,2.0,0.333333333,,,,,,,
9/18/21,Rayo Vallecano,Getafe,,30,H,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,36.24,1.1,63.16,28.8,4,5.5,3.5,3.8,0.23,53,15,29,57,59,47,64,38,7.1,4.6,7.1,0.27,48,18,39,61,53,43,44,38,https://fbref.com/en/matches/48c210c0/Rayo-Vallecano-Getafe-September-18-2021-La-Liga,9.0,4.0,8.0,20.0,18.0,12.0,17.0,5.0,3.0,0.444444444,,,,,,,
9/18/21,Getafe,Rayo Vallecano,,30,A,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,32.45,1.03,70.89,27.9,4,2.5,1.5,1.9,0.24,51,8,34,61,62,57,64,35,4.5,3.2,3.2,0.23,27,10,23,64,57,28,54,39,https://fbref.com/en/matches/48c210c0/Rayo-Vallecano-Getafe-September-18-2021-La-Liga,12.0,1.0,7.0,17.0,20.0,10.0,9.0,8.0,0.0,0.083333333,,,,,,,
9/18/21,Atlético Madrid,Athletic Club,,31,H,58.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,59.24,1.66,84.25,69.7,4,5.5,4.0,5.1,0.37,57,14,38,47,35,53,53,39,3.3,2.1,3.1,0.28,24,8,16,37,45,31,64,48,https://fbref.com/en/matches/183bd6ff/Atletico-Madrid-Athletic-Club-September-18-2021-La-Liga,14.0,2.0,12.0,11.0,18.0,14.0,9.0,6.0,0.0,0.142857143,,,,,,,
9/18/21,Athletic Club,Atlético Madrid,,31,A,16.12903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,15.25,0.7,73.38,47.6,4,5.2,3.7,4.1,0.26,51,16,31,52,46,53,48,46,3.2,2.3,0.6,0.09,36,6,26,48,48,62,49,41,https://fbref.com/en/matches/183bd6ff/Atletico-Madrid-Athletic-Club-September-18-2021-La-Liga,6.0,0.0,5.0,18.0,9.0,11.0,10.0,11.0,0.0,0.0,,,,,,,
9/18/21,Elche,Levante,,32,H,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,39.76,1.25,61.46,36.3,4,2.7,2.6,1.4,0.12,27,11,22,43,49,40,58,27,4.0,3.5,2.2,0.17,45,13,36,50,40,59,59,39,https://fbref.com/en/matches/60fda0b2/Elche-Levante-September-18-2021-La-Liga,9.0,2.0,4.0,11.0,13.0,16.0,17.0,5.0,1.0,0.222222222,,,,,,,
9/18/21,Levante,Elche,,32,A,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,30.54,1.06,62.73,35.1,4,4.3,2.0,3.6,0.34,34,8,23,60,47,44,61,44,5.2,4.2,3.8,0.25,57,15,39,50,57,52,53,39,https://fbref.com/en/matches/60fda0b2/Elche-Levante-September-18-2021-La-Liga,11.0,6.0,10.0,14.0,11.0,9.0,6.0,13.0,1.0,0.545454545,,,,,,,
9/18/21,Alavés,Osasuna,void,33,H,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,38.63,1.28,61.04,39.5,3,2.6,1.3,1.3,0.06,28,7,22,43,42,39,28,32,4.2,3.8,6.1,0.47,41,13,28,45,42,33,50,21,https://fbref.com/en/matches/623e3c01/Alaves-Osasuna-September-18-2021-La-Liga,8.0,3.0,3.0,12.0,15.0,19.0,22.0,8.0,0.0,0.375,,,,,,,
9/18/21,Osasuna,Alavés,void,33,A,38.70967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,32.5,1.15,66.37,24.7,4,6.2,3.2,5.5,0.26,52,11,40,63,39,75,53,35,3.3,2.2,2.6,0.26,30,9,22,43,62,51,59,32,https://fbref.com/en/matches/623e3c01/Alaves-Osasuna-September-18-2021-La-Liga,12.0,4.0,10.0,16.0,11.0,8.0,22.0,11.0,2.0,0.333333333,,,,,,,
9/19/21,Mallorca,Villarreal,void,34,H,27.77777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,26.45,1.05,62.16,26.9,4,2.4,1.7,2.5,0.25,37,10,22,56,54,43,36,36,3.6,2.3,2.1,0.21,46,10,26,56,54,46,29,45,https://fbref.com/en/matches/44ac4530/Mallorca-Villarreal-September-19-2021-La-Liga,10.0,1.0,9.0,12.0,18.0,2.0,18.0,15.0,0.0,0.1,,,,,,,
9/19/21,Villarreal,Mallorca,void,34,A,42.64705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,45.98,1.48,76.03,42.9,3,2.2,1.9,1.5,0.22,28,7,20,35,38,29,43,35,4.0,2.4,2.7,0.39,43,7,25,42,31,41,42,33,https://fbref.com/en/matches/44ac4530/Mallorca-Villarreal-September-19-2021-La-Liga,11.0,3.0,5.0,18.0,12.0,15.0,9.0,8.0,0.0,0.272727273,,,,,,,
9/19/21,Real Sociedad,Sevilla,void,35,H,37.93103448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,41.34,1.35,79.27,65.4,4,5.8,3.7,5.6,0.25,46,15,33,63,47,39,47,34,3.7,2.8,3.5,0.35,33,10,23,49,61,36,60,46,https://fbref.com/en/matches/73394b42/Real-Sociedad-Sevilla-September-19-2021-La-Liga,10.0,3.0,3.0,18.0,11.0,10.0,7.0,14.0,0.0,0.3,,,,,,,
9/19/21,Sevilla,Real Sociedad,void,35,A,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,30.14,1.11,80.03,70.3,3,5.9,4.4,4.3,0.27,47,15,41,33,29,40,48,24,1.5,1.3,0.8,0.12,23,7,15,31,33,22,55,22,https://fbref.com/en/matches/73394b42/Real-Sociedad-Sevilla-September-19-2021-La-Liga,11.0,4.0,7.0,12.0,17.0,15.0,8.0,12.0,0.0,0.363636364,,,,,,,
9/19/21,Betis,Espanyol,,36,H,47.61904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,55.17,1.63,73.85,31.5,4,5.8,3.4,6.7,0.3,58,22,44,59,39,56,43,47,3.7,2.4,3.1,0.27,37,8,24,42,55,47,57,37,https://fbref.com/en/matches/88123170/Real-Betis-Espanyol-September-19-2021-La-Liga,23.0,8.0,18.0,14.0,12.0,16.0,12.0,10.0,2.0,0.347826087,,,,,,,
9/19/21,Espanyol,Betis,,36,A,23.80952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,18.73,0.83,63.44,31.5,4,3.5,2.0,2.5,0.21,41,12,24,49,51,35,40,37,3.3,2.1,2.3,0.19,52,12,35,55,45,70,39,37,https://fbref.com/en/matches/88123170/Real-Betis-Espanyol-September-19-2021-La-Liga,10.0,4.0,6.0,12.0,15.0,17.0,14.0,11.0,2.0,0.4,,,,,,,
9/19/21,Valencia,Real Madrid,,37,H,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,22.49,1.21,69.88,42.3,4,5.7,3.4,6.4,0.33,40,14,31,70,64,41,58,26,3.1,2.3,3.0,0.3,51,10,37,64,68,54,39,26,https://fbref.com/en/matches/140f4110/Valencia-Real-Madrid-September-19-2021-La-Liga,12.0,4.0,8.0,14.0,16.0,20.0,10.0,12.0,1.0,0.333333333,,,,,,,
9/19/21,Real Madrid,Valencia,,37,A,51.11111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,54.54,1.99,85.96,60.9,4,7.5,5.2,9.8,0.35,67,25,46,38,58,54,75,36,6.2,3.9,5.3,0.24,43,18,34,62,34,43,54,51,https://fbref.com/en/matches/140f4110/Valencia-Real-Madrid-September-19-2021-La-Liga,18.0,10.0,14.0,16.0,14.0,10.0,13.0,9.0,2.0,0.555555556,,,,,,,
9/20/21,Barcelona,Granada,void,38,H,76.92307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,80.49,2.79,86.6,61.6,3,5.2,4.3,4.8,0.34,29,14,25,37,49,30,48,33,2.8,1.7,3.2,0.27,35,12,22,55,35,30,57,34,https://fbref.com/en/matches/0bd211ca/Barcelona-Granada-September-20-2021-La-Liga,17.0,6.0,12.0,16.0,26.0,40.0,5.0,19.0,1.0,0.352941176,,,,,,,
9/20/21,Granada,Barcelona,void,38,A,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.26,0.67,58.05,38.7,4,2.1,1.8,1.5,0.19,36,8,24,56,58,31,54,37,7.6,3.8,6.9,0.27,70,21,46,64,52,49,65,40,https://fbref.com/en/matches/0bd211ca/Barcelona-Granada-September-20-2021-La-Liga,5.0,2.0,3.0,26.0,15.0,4.0,10.0,14.0,1.0,0.4,,,,,,,
9/21/21,Getafe,Atlético Madrid,,39,H,12.82051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,22.19,0.81,69.2,32.6,5,3.6,1.8,2.4,0.21,63,9,41,77,82,67,73,43,6.6,4.4,5.8,0.3,36,14,31,84,73,40,71,44,https://fbref.com/en/matches/2d8f94f0/Getafe-Atletico-Madrid-September-21-2021-La-Liga,6.0,1.0,5.0,14.0,9.0,10.0,30.0,15.0,1.0,0.166666667,,,,,,,
9/21/21,Atlético Madrid,Getafe,,39,A,59.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,48.12,1.34,84.1,56.1,5,6.4,4.8,5.5,0.34,71,16,50,57,48,67,62,45,4.3,3.0,3.1,0.28,30,8,21,50,53,42,74,59,https://fbref.com/en/matches/2d8f94f0/Getafe-Atletico-Madrid-September-21-2021-La-Liga,12.0,4.0,8.0,13.0,15.0,19.0,11.0,13.0,2.0,0.333333333,,,,,,,
9/21/21,Athletic Club,Rayo Vallecano,,40,H,54.28571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,53.15,1.55,73.71,36.9,5,6.1,4.6,4.1,0.26,57,16,36,65,54,64,58,57,4.1,3.1,0.9,0.11,50,8,38,58,61,76,58,47,https://fbref.com/en/matches/d79992a9/Athletic-Club-Rayo-Vallecano-September-21-2021-La-Liga,9.0,2.0,8.0,17.0,20.0,8.0,16.0,7.0,1.0,0.222222222,,,,,,,
9/21/21,Rayo Vallecano,Athletic Club,,40,A,17.85714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,19.78,0.83,64.8,16.7,5,7.5,4.7,6.4,0.28,62,19,37,77,75,59,81,43,8.2,4.8,7.6,0.26,60,19,46,77,73,53,53,46,https://fbref.com/en/matches/d79992a9/Athletic-Club-Rayo-Vallecano-September-21-2021-La-Liga,7.0,3.0,7.0,21.0,16.0,10.0,22.0,6.0,2.0,0.428571429,,,,,,,
9/21/21,Levante,Celta Vigo,,41,H,34.48275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,38.85,1.46,63.7,31.3,5,5.5,3.3,5.4,0.32,45,14,33,74,57,53,67,57,5.7,4.4,4.5,0.27,66,17,43,60,70,68,70,44,https://fbref.com/en/matches/b519bab2/Levante-Celta-Vigo-September-21-2021-La-Liga,5.0,1.0,3.0,18.0,13.0,3.0,14.0,9.0,0.0,0.2,,,,,,,
