Date,Team,Opp,Shots/90,OppShotsA/90,SoT/90,Opp_SoTA/90,Win_Odds,CS_Odds,Odds_GF,OddsShark_GF,FiveThirtyEight_Odds,Opp_Odds,Opp_CS_Odds,Opp_Odds_INV,Opp_CS_Odds_INV,Opp_FiveThirtyEight_Odds,Opp_FiveThirtyEight_Odds_INV,Real_SoT,Real_Shots,Real_Goals,SoT%
10/17/20,Sampdoria,Lazio,,,,,27.78,22.22,1.43,0.7,28,46.43,29.41,53.57,70.59,47,53,7,12,3,0.583
10/17/20,Lazio,Sampdoria,,,,,46.43,29.41,1.74,2.3,47,27.78,22.22,72.22,77.78,28,72,0,10,1,0
10/17/20,Crotone,Juventus,,,,,11.11,14.29,1.05,0,12,68.42,50,31.58,50,69,31,2,9,1,0.222
10/17/20,Juventus,Crotone,,,,,68.42,50,2.35,3.1,69,11.11,14.29,88.89,85.71,12,88,2,10,1,0.2
10/18/20,Bologna,Sassuolo,,,,,35.9,22.22,1.64,1.2,35,40,23.08,60,76.92,39,61,6,14,3,0.429
10/18/20,Sassuolo,Bologna,,,,,40,23.08,1.7,1.8,39,35.9,22.22,64.1,77.78,35,65,13,25,4,0.52
10/18/20,Spezia,Fiorentina,,,,,17.39,16.67,1.11,0.3,25,60.98,42.11,39.02,57.89,49,51,2,13,2,0.154
10/18/20,Fiorentina,Spezia,,,,,60.98,42.11,1.93,2.6,49,17.39,16.67,82.61,83.33,25,75,3,10,2,0.3
10/18/20,Torino,Cagliari,,,,,45.83,33.33,1.63,1.9,44,28.46,25,71.54,75,29,71,5,11,2,0.455
10/18/20,Cagliari,Torino,,,,,28.46,25,1.33,0.9,29,45.83,33.33,54.17,66.67,44,56,6,13,3,0.462
10/18/20,Udinese,Parma,,,,,51.28,0.42,1.88,2,46,22.73,23.08,77.27,76.92,26,74,4,14,3,0.286
10/18/20,Parma,Udinese,,,,,22.73,23.08,1.2,0.8,26,51.28,0.42,48.72,99.58,46,54,4,10,2,0.4
10/18/20,Roma,Benevento,,,,,73.33,47.62,2.27,3.4,67,10,11.11,90,88.89,13,87,6,19,5,0.316
10/18/20,Benevento,Roma,,,,,10,11.11,0.96,0,13,73.33,47.62,26.67,52.38,67,33,3,9,2,0.333
10/23/20,Sassuolo,Torino,,,,,53.85,36.36,2.09,2.4,53,17.86,27.78,82.14,72.22,24,76,6,16,3,0.375
10/23/20,Torino,Sassuolo,,,,,17.86,27.78,1.24,0.8,24,53.85,36.36,46.15,63.64,53,47,10,17,3,0.588
10/24/20,Atalanta,Sampdoria,,,,,69.23,33.33,2.39,3.8,68,13.33,9.09,86.67,90.91,14,86,4,19,1,0.211
10/24/20,Sampdoria,Atalanta,,,,,13.33,9.09,1.28,0,14,69.23,33.33,30.77,66.67,68,32,3,6,3,0.5
10/24/20,Genoa,Inter,,,,,11.76,11.11,1.05,0.3,12,70.59,44.44,29.41,55.56,71,29,0,1,0,0
10/24/20,Inter,Genoa,,,,,70.59,44.44,2.22,3.2,71,11.76,11.11,88.24,88.89,12,88,4,14,2,0.286
10/24/20,Lazio,Bologna,,,,,57.89,33.33,2,2.4,56,20.83,29.41,79.17,70.59,21,79,4,9,2,0.444
10/24/20,Bologna,Lazio,,,,,20.83,29.41,1.33,0.8,21,57.89,33.33,42.11,66.67,56,44,6,23,1,0.261
10/25/20,Cagliari,Crotone,,,,,47.83,36.36,1.7,2.2,44,26.32,23.08,73.68,76.92,28,72,8,19,4,0.421
10/25/20,Crotone,Cagliari,,,,,26.32,23.08,1.24,0.6,28,47.83,36.36,52.17,63.64,44,56,6,12,2,0.5
10/25/20,Benevento,Napoli,,,,,10.53,9.09,1.09,0.1,14,72.99,42.11,27.01,57.89,65,35,3,9,1,0.333
