Date,Team,Opp,Shots/90,OppShotsA/90,SoT/90,Opp_SoTA/90,Win_Odds,CS_Odds,Odds_GF,OddsShark_GF,FiveThirtyEight_Odds,Opp_Odds,Opp_CS_Odds,Opp_Odds_INV,Opp_CS_Odds_INV,Opp_FiveThirtyEight_Odds,Opp_FiveThirtyEight_Odds_INV,Real_SoT,Real_Shots,Real_Goals,SoT%
11/7/20,Freiburg,RB Leipzig,,,,,10,10,0.91,0.2,10,73.91,50,26.09,50,72,28,3,9,0,0.333
11/7/20,Union Berlin,Bielefeld,,,,,52.38,38.1,1.58,1.8,50,23.81,23.08,76.19,76.92,22,78,8,11,5,0.727
11/7/20,Bielefeld,Union Berlin,,,,,23.81,23.08,1.14,1,22,52.38,38.1,47.62,61.9,50,50,1,6,0,0.167
11/7/20,Stuttgart,Eint Frankfurt,,,,,38.1,22.22,1.7,1.6,32,38.3,23.08,61.7,76.92,42,58,4,14,2,0.286
11/7/20,Eint Frankfurt,Stuttgart,,,,,38.3,23.08,1.7,1.6,42,38.1,22.22,61.9,77.78,32,68,7,17,2,0.412
11/7/20,Dortmund,Bayern Munich,,,,,23.81,12.5,1.54,1,27,54.55,26.67,45.45,73.33,50,50,5,14,2,0.357
11/7/20,Bayern Munich,Dortmund,,,,,54.55,26.67,2.15,2.6,50,23.81,12.5,76.19,87.5,27,73,7,15,3,0.467
11/8/20,Wolfsburg,Hoffenheim,,,,,45.71,28.57,1.61,2.1,38,30.77,20,69.23,80,36,64,8,15,2,0.533
11/8/20,Hoffenheim,Wolfsburg,,,,,30.77,20,1.46,0.9,36,45.71,28.57,54.29,71.43,38,62,5,16,1,0.313
11/8/20,Leverkusen,M'Gladbach,,,,,41.86,26.67,1.7,1.9,41,33.33,23.08,66.67,76.92,33,67,4,13,4,0.308
11/8/20,M'Gladbach,Leverkusen,,,,,33.33,23.08,1.37,1.1,33,41.86,26.67,58.14,73.33,41,59,6,15,3,0.4
11/21/20,Bayern Munich,Werder Bremen,,,,,89.29,50,2.78,2.8,90,4.35,3.85,95.65,96.15,2,98,,,,
11/21/20,Werder Bremen,Bayern Munich,,,,,4.35,3.85,0.91,0,2,89.29,50,10.71,50,90,10,,,,
11/21/20,Bielefeld,Leverkusen,,,,,16.13,15.38,1.07,0.6,18,63.69,42.19,36.31,57.81,57,43,,,,
11/21/20,Leverkusen,Bielefeld,,,,,63.69,42.19,2,2.3,57,16.13,15.38,83.87,84.62,18,82,,,,
11/21/20,M'Gladbach,Augsburg,,,,,64.52,40,2.1,2.7,70,15.38,12.5,84.62,87.5,11,89,,,,
11/21/20,Augsburg,M'Gladbach,,,,,15.38,12.5,1.14,0.4,11,64.52,40,35.48,60,70,30,,,,
11/21/20,Hoffenheim,Stuttgart,,,,,42.02,23.09,1.79,1.9,58,30.3,20,69.7,80,20,80,,,,
11/21/20,Stuttgart,Hoffenheim,,,,,30.3,20,1.7,1.2,20,42.02,23.09,57.98,76.91,58,42,,,,
11/21/20,Schalke 04,Wolfsburg,,,,,25,22.22,1.2,0.7,29,49.75,36.36,50.25,63.64,44,56,,,,
11/21/20,Wolfsburg,Schalke 04,,,,,49.75,36.36,1.74,2.1,44,25,22.22,75,77.78,29,71,,,,
11/21/20,Eint Frankfurt,RB Leipzig,,,,,25.58,16.67,1.42,0.8,27,51.55,28.57,48.45,71.43,48,52,,,,
11/21/20,RB Leipzig,Eint Frankfurt,,,,,51.55,28.57,1.86,2.2,48,25.58,16.67,74.42,83.33,27,73,,,,
11/21/20,Hertha BSC,Dortmund,,,,,20,15.38,1.28,0.8,21,58.82,33.33,41.18,66.67,56,44,,,,
11/21/20,Dortmund,Hertha BSC,,,,,58.82,33.33,2.01,2.4,56,20,15.38,80,84.62,21,79,,,,
11/22/20,Freiburg,Mainz 05,,,,,46.95,29.41,1.74,2,47,27.93,22.22,72.07,77.78,28,72,,,,
11/22/20,Mainz 05,Freiburg,,,,,27.93,22.22,1.39,0.8,28,46.95,29.41,53.05,70.59,47,53,,,,
11/22/20,Koln,Union Berlin,,,,,36.36,28.57,1.42,1.4,41,38.02,29.41,61.98,70.59,31,69,,,,
11/22/20,Union Berlin,Koln,,,,,38.02,29.41,1.42,1.2,31,36.36,28.57,63.64,71.43,41,59,,,,
11/27/20,Wolfsburg,Werder Bremen,,,,,53.48,38.17,1.81,2.1,52,21.05,18.18,78.95,81.82,22,78,,,,
11/27/20,Werder Bremen,Wolfsburg,,,,,21.05,18.18,1.20,0.7,22,53.48,38.17,46.52,61.83,52,48,,,,
11/28/20,Augsburg,Freiburg,,,,,40.82,28.57,1.63,1.8,41,33.67,25.00,66.33,75.00,32,68,,,,
11/28/20,Freiburg,Augsburg,,,,,33.67,25.00,1.46,1.1,32,40.82,28.57,59.18,71.43,41,59,,,,
11/28/20,Dortmund,Koln,,,,,79.37,54.64,2.45,3.8,79,6.90,7.69,93.10,92.31,6,94,,,,
11/28/20,Koln,Dortmund,,,,,6.90,7.69,0.85,0,6,79.37,54.64,20.63,45.36,79,21,,,,
