Date,Team,Opp,Shots/90,OppShotsA/90,SoT/90,Opp_SoTA/90,Win_Odds,CS_Odds,Odds_GF,OddsShark_GF,Avg_GF,FiveThirtyEight_Odds,Opp_Odds,Opp_CS_Odds,Opp_Odds_INV,Opp_CS_Odds_INV,Opp_FiveThirtyEight_Odds,Opp_FiveThirtyEight_Odds_INV,Real_SoT,Real_Shots,Real_Goals,SoT%
9/5/20,Orlando,Atlanta,11.22,12.71,4.56,3.5,49.4,34.48,1.79,2,1.895,44,26.32,21.05,73.68,78.95,31,69,3,15,1,0.2
9/5/20,Atlanta,Orlando,10.29,9.3,3.5,4,26.32,21.05,1.26,0.9,1.08,31,49.4,34.48,50.6,65.52,44,56,6,9,1,0.667
9/5/20,Vancouver,Toronto,7.63,7.44,2.12,2.89,23.08,17.39,1.21,0.5,0.855,18,65.22,43.48,34.78,56.52,60,40,3,7,3,0.429
9/5/20,Toronto,Vancouver,14.33,13.05,5.78,5.38,65.22,43.48,2.05,2.4,2.225,60,23.08,17.39,76.92,82.61,18,82,8,22,2,0.364
9/5/20,San Jose,Colorado,15.14,12.57,5.29,5.86,45.45,30.3,1.76,1.4,1.58,47,29.82,21.05,70.18,78.95,31,69,1,13,1,0.077
9/5/20,Colorado,San Jose,12.57,16.14,4.43,5.71,29.82,21.05,1.46,1.6,1.53,31,45.45,30.3,54.55,69.7,47,53,6,10,1,0.6
9/6/20,DC United,NYCFC,8.78,11.6,3.11,5,28.57,23.08,1.39,1,1.195,30,48.78,33.33,51.22,66.67,44,56,0,0,0,0
9/6/20,NYCFC,DC United,13.33,14.19,4.44,5,48.78,33.33,1.7,1.8,1.75,44,28.57,23.08,71.43,76.92,30,70,3,19,0,0.158
9/6/20,NY Red Bulls,Philadelphia,11,11.22,4.11,5.11,45.45,30.3,1.7,1.7,1.7,37,31.25,23.08,68.75,76.92,38,62,0,7,0,0
9/6/20,Philadelphia,NY Red Bulls,11.89,10.1,4.22,3.44,31.25,23.08,1.43,1.1,1.265,38,45.45,30.3,54.55,69.7,37,63,5,9,3,0.556
9/6/20,Chicago,New England,13.22,10.41,4,4.33,42.11,27.78,1.7,1.8,1.75,44,34.48,25,65.52,75,31,69,6,17,1,0.353
9/6/20,New England,Chicago,14.67,11,4,3.22,34.48,25,1.7,1,1.35,31,42.11,27.78,57.89,72.22,44,56,3,9,2,0.333
9/6/20,Columbus,Cincinnati,9.67,9.9,4,4,66.67,50,2,2.6,2.3,62,13.33,17.39,86.67,82.61,12,88,7,18,3,0.39
9/6/20,Cincinnati,Columbus,8.56,9.32,2.78,3,13.33,17.39,0.96,0.4,0.68,12,66.67,50,33.33,50,62,38,0,7,0,0
9/6/20,Miami,Nashville,12,8.78,3.75,3.88,44.74,35.71,1.54,1.7,1.62,55,30.3,28,69.7,72,18,82,5,13,0,0.385
9/6/20,Nashville,Miami,12.63,11,4.12,3.5,30.3,28,1.24,1.1,1.17,18,44.74,35.71,55.26,64.29,55,45,4,16,0,0.25
9/6/20,Minnesota,Real Salt Lake,12.75,9.88,4.75,2.88,46.67,33.33,1.64,2.2,1.92,41,29.41,25,70.59,75,33,67,6,13,4,0.462
9/6/20,Real Salt Lake,Minnesota,13,15,4.12,4.88,29.41,25,1.33,0.7,1.015,33,46.67,33.33,53.33,66.67,41,59,4,8,0,0.5
9/6/20,Seattle,Portland,11.25,13.63,3.5,4.63,48.78,31.25,1.82,2,1.91,54,28.57,21.05,71.43,78.95,25,75,3,15,1,0.2
9/6/20,Portland,Seattle,11.5,10,4.12,3.13,28.57,21.05,1.39,0.9,1.145,25,48.78,31.25,51.22,68.75,54,46,5,8,2,0.625
9/6/20,LA Galaxy,LAFC,11.75,10.88,4.62,4,28.57,15.38,1.88,1.2,1.54,31,52.63,23.08,47.37,76.92,49,51,5,8,3,0.625
9/6/20,LAFC,LA Galaxy,17.38,11.58,7.12,4.5,52.63,23.08,2.46,2.4,2.43,49,28.57,15.38,71.43,84.62,31,69,7,17,0,0.412
9/9/20,Miami,Atlanta,12.11,13,3.89,3.44,47.22,35.71,1.69,1.8,1.745,51,27.78,25,72.22,75,22,78,3,8,2,0.375
9/9/20,Atlanta,Miami,10.13,11.2,3.78,3.56,27.78,25,1.24,1.1,1.17,22,47.22,35.71,52.78,64.29,51,49,1,13,5,0.077
9/9/20,Minnesota,Dallas,12.78,16.2,4.89,4.14,45,33.33,1.63,1.8,1.715,50,29.41,25,70.59,75,26,74,6,19,3,0.316
9/9/20,Dallas,Minnesota,10.71,14.2,4.14,4.67,29.41,25,1.36,1,1.18,26,45,33.33,55,66.67,50,50,2,12,2,0.167
9/9/20,Montreal,Toronto,8.5,7.4,2.75,2.9,26.32,21.05,1.33,0.8,1.065,33,52.38,34.78,47.62,65.22,42,58,3,5,1,0.6
9/9/20,Toronto,Montreal,15.1,14,6,3.88,52.38,34.78,1.78,2.2,1.99,42,26.32,21.05,73.68,78.95,33,67,10,13,2,0.769
9/9/20,Colorado,Houston,12.25,12.7,4.62,4.33,43.9,27.78,1.82,2,1.91,44,32.26,21.05,67.74,78.95,33,67,7,26,1,0.269
9/9/20,Houston,Colorado,14.22,12.6,5.22,5.25,32.26,21.05,1.54,1,1.27,33,43.9,27.78,56.1,72.22,44,56,3,10,1,0.3
9/9/20,Real Salt Lake,LAFC,12.44,10.5,4,4.11,31.25,21.05,1.54,1,1.27,31,45.83,27.78,54.17,72.22,45,55,8,19,3,0.421
9/9/20,LAFC,Real Salt Lake,17.33,10.2,7.11,3.22,45.83,27.78,1.81,1.9,1.855,45,31.25,21.05,68.75,78.95,31,69,8,18,0,0.444
9/10/20,Seattle,San Jose,11.67,15.4,3.33,5.75,56.67,34.78,1.94,2.5,2.22,55,22.22,18.18,77.78,81.82,24,76,11,16,7,0.688
9/10/20,San Jose,Seattle,14.88,9.8,4.75,4.44,22.22,18.18,1.24,0.6,0.92,24,56.67,34.78,43.33,65.22,55,45,5,11,1,0.455
9/12/20,Chicago,Columbus,13.6,10.1,4.2,2.7,35.71,21.05,1.54,1.8,1.67,41,40.54,27.78,59.46,72.22,31,69,6,15,2,0.4
9/12/20,Columbus,Chicago,10.5,12,4.2,3.2,40.54,27.78,1.81,1.3,1.555,31,35.71,21.05,64.29,78.95,41,59,6,19,2,0.316
9/12/20,DC United,NY Red Bulls,7.9,11.1,2.8,3.6,31.25,26.32,1.43,1.2,1.315,41,43.48,31.25,56.52,68.75,32,68,4,8,0,0.5
9/12/20,NY Red Bulls,DC United,10.6,16.3,3.7,4.8,43.48,31.25,1.64,1.6,1.62,32,31.25,26.32,68.75,73.68,41,59,5,9,2,0.556
9/12/20,NYCFC,Cincinnati,13.9,11.9,4.3,4.2,66.67,44.44,2.05,2.5,2.275,77,14.29,16.67,85.71,83.33,6,94,4,16,2,0.25
9/12/20,Cincinnati,NYCFC,8.4,11.6,2.5,4.5,14.29,16.67,1.03,0.5,0.765,6,66.67,44.44,33.33,55.56,77,23,5,14,1,0.357
9/12/20,Orlando,Miami,11.6,11.4,4.4,3.3,50.88,38.1,1.74,2.4,2.07,45,25,23.08,75,76.92,30,70,3,8,2,0.375
9/12/20,Miami,Orlando,11.7,10.3,3.8,4.2,25,23.08,1.24,0.6,0.92,30,50.88,38.1,49.12,61.9,45,55,3,12,1,0.25
9/12/20,Philadelphia,New England,11.6,12.3,4.3,4.5,45.83,31.25,1.74,2,1.87,56,26.67,23.08,73.33,76.92,21,79,5,15,2,0.333
9/12/20,New England,Philadelphia,14.1,12,3.9,4.6,26.67,23.08,1.36,0.8,1.08,21,45.83,31.25,54.17,68.75,56,44,2,9,1,0.222
9/12/20,Dallas,Houston,10.75,14.6,3.87,4.5,44.74,33.33,1.63,2,1.815,48,28.57,25,71.43,75,28,72,5,13,2,0.385
9/12/20,Houston,Dallas,13.8,16.6,4.9,4.25,28.57,25,1.24,0.7,0.97,28,44.74,33.33,55.26,66.67,48,52,3,16,1,0.188
9/12/20,Nashville,Atlanta,13,12.3,4.11,3.4,43.48,37.04,1.54,1.8,1.67,38,31.25,28.85,68.75,71.15,33,67,5,8,4,0.625
9/12/20,Atlanta,Nashville,9.4,10.4,3.9,4,31.25,28.85,1.36,0.9,1.13,33,43.48,37.04,56.52,62.96,38,62,3,9,2,0.333
9/12/20,Real Salt Lake,Colorado,13.2,12.2,4.5,5,50,34.48,1.74,1.9,1.82,52,26.67,22.22,73.33,77.78,24,76,1,9,0,0.111
9/12/20,Colorado,Real Salt Lake,13.78,11.3,4.78,3.7,26.67,22.22,1.28,1,1.14,24,50,34.48,50,65.52,52,48,8,16,5,0.5
9/13/20,Sporting KC,Minnesota,13.8,13.9,4.2,4.3,57.58,35.71,1.93,2.1,2.015,50,22.22,18.18,77.78,81.82,27,73,6,22,1,0.273
9/13/20,Minnesota,Sporting KC,13.2,9.4,4.9,3.9,22.22,18.18,1.24,0.8,1.02,27,57.58,35.71,42.42,64.29,50,50,0,6,0,0
9/13/20,Vancouver,Montreal,7.56,13.8,2.22,4.7,37.78,27.78,1.72,1.8,1.76,35,37.5,27.78,62.5,72.22,39,61,6,13,2,0.462
9/13/20,Montreal,Vancouver,8.11,15.8,2.78,5.7,37.5,27.78,1.54,0.8,1.17,39,37.78,27.78,62.22,72.22,35,65,7,18,4,0.389
9/13/20,LAFC,Portland,17.4,15.5,7.2,4.3,63.64,33.33,2.22,2.6,2.41,66,18.87,13.33,81.13,86.67,17,83,6,14,4,0.429
9/13/20,Portland,LAFC,11.11,11.7,4.22,4.4,18.87,13.33,1.33,0.7,1.015,17,63.64,33.33,36.36,66.67,66,34,4,10,2,0.4
9/13/20,San Jose,LA Galaxy,14.44,13.7,4.78,4.8,35.29,21.05,1.69,1.2,1.445,38,42.11,23.08,57.89,76.92,41,59,2,7,0,0.286
9/13/20,LA Galaxy,San Jose,11.33,15.5,4.67,6.3,42.11,23.08,1.81,1.8,1.805,41,35.29,21.05,64.71,78.95,38,62,2,11,0,0.182
9/16/20,Dallas,Colorado,11,11.7,4,4.7,50,33.33,1.74,1.8,1.77,38,27.03,21.05,72.97,78.95,40,60,7,15,4,0.467
9/16/20,Colorado,Dallas,14,16.5,5.1,4.11,27.03,21.05,1.33,1.4,1.365,40,50,33.33,50,66.67,38,62,5,22,1,0.227
9/16/20,San Jose,Portland,13.8,15.3,4.4,4.5,41.67,25,1.74,1.8,1.77,45,37.04,23.08,62.96,76.92,34,66,6,19,1,0.316
9/16/20,Portland,San Jose,11,14.9,4.2,5.9,37.04,23.08,1.7,1.4,1.55,34,41.67,25,58.33,75,45,55,3,6,1,0.5
9/16/20,Vancouver,Montreal,8.1,13.7,2.6,4.8,33.93,26.32,1.42,2.6,2.01,33,37.14,35.71,62.86,64.29,42,58,5,1,3,5
9/16/20,Montreal,Vancouver,9.1,16.1,3.2,5.7,37.14,35.71,1.63,0.4,1.015,42,33.93,26.32,66.07,73.68,33,67,4,14,1,0.286
9/18/20,Seattle,LAFC,12.1,11.5,4.1,4.36,37.66,26.32,1.83,2.2,2.015,41,38.1,22.22,61.9,77.78,37,63,7,11,3,0.636
9/18/20,LAFC,Seattle,17.18,10,7.09,4.4,38.1,22.22,1.78,1,1.39,37,37.66,26.32,62.34,73.68,41,59,2,11,0,0.182
9/19/20,Sporting KC,Dallas,14.55,17.1,4.36,4.2,61.11,40,2.01,2,2.005,51,19.05,18.18,80.95,81.82,26,74,4,20,2,0.2
9/19/20,Dallas,Sporting KC,11.4,9,4.3,3.55,19.05,18.18,1.14,0.8,0.97,26,61.11,40,38.89,60,51,49,9,13,3,0.692
9/19/20,New England,NYCFC,13.64,11.9,3.73,4.55,37.78,27.78,1.62,1.8,1.71,40,36.84,26.32,63.16,73.68,34,66,6,14,0,0.429
9/19/20,NYCFC,New England,14.09,12.6,4.27,4.55,36.84,26.32,1.54,1.2,1.37,34,37.78,27.78,62.22,72.22,40,60,4,8,0,0.5
9/19/20,Atlanta,Miami,9.27,11,3.73,3.55,37.04,29.41,1.46,1.7,1.58,43,37.25,29.41,62.75,70.59,29,71,3,7,1,0.429
9/19/20,Miami,Atlanta,11.73,11.9,3.73,3.55,37.25,29.41,1.46,1.1,1.28,29,37.04,29.41,62.96,70.59,43,57,5,15,2,0.333
9/19/20,NY Red Bulls,Cincinnati,10.45,12.4,3.82,4.18,62.5,43.48,1.93,2.2,2.065,64,17.24,18.18,82.76,81.82,14,86,1,10,0,0.1
9/19/20,Cincinnati,NY Red Bulls,8.91,10.8,2.73,3.64,17.24,18.18,1.09,0.8,0.945,14,62.5,43.48,37.5,56.52,64,36,4,14,1,0.286
9/19/20,Columbus,Nashville,11.27,10.3,4.36,3.9,58.82,65.22,1.8,2.7,2.25,61,17.86,27.42,82.14,72.58,14,86,2,7,2,0.286
9/19/20,Nashville,Columbus,12.5,10.8,4.2,3,17.86,27.42,1.07,0.4,0.735,14,58.82,65.22,41.18,34.78,61,39,2,14,0,0.143
9/19/20,DC United,Toronto,8,7.4,2.91,2.91,23.08,22.22,1.19,1,1.095,31,50.63,37.04,49.37,62.96,44,56,5,13,2,0.385
9/19/20,Toronto,DC United,14.91,15.5,6.45,4.82,50.63,37.04,1.81,1.8,1.805,44,23.08,22.22,76.92,77.78,31,69,5,16,2,0.313
9/19/20,Orlando,Chicago,11.27,13,4.27,3.45,52.63,35.71,1.83,2.4,2.115,48,23.53,20,76.47,80,28,72,7,18,4,0.389
9/19/20,Chicago,Orlando,13.73,10.5,4.36,4.09,23.53,20,1.24,0.6,0.92,28,52.63,35.71,47.37,64.29,48,52,1,17,1,0.059
9/19/20,Houston,Minnesota,14,14.8,4.73,4.45,45.83,30.3,1.81,2,1.905,47,28.95,21.05,71.05,78.95,29,71,9,16,2,0.563
9/19/20,Minnesota,Houston,12.55,14.3,4.45,4.55,28.95,21.05,1.49,1,1.245,29,45.83,30.3,54.17,69.7,47,53,6,16,2,0.375
9/19/20,Real Salt Lake,Vancouver,12.73,15.9,4.09,5.55,61.54,41.67,2.04,2.2,2.12,66,16.67,16.67,83.33,83.33,13,87,4,25,1,0.16
9/19/20,Vancouver,Real Salt Lake,8.64,11.9,2.82,4.09,16.67,16.67,1.09,0.9,0.995,13,61.54,41.67,38.46,58.33,66,34,3,8,2,0.375
9/19/20,LA Galaxy,Colorado,11.3,12.1,4.4,4.91,51.11,30.3,1.86,2.4,2.13,54,26.32,19.05,73.68,80.95,25,75,4,12,0,0.333
9/19/20,Colorado,LA Galaxy,14.73,12.7,5.18,4.5,26.32,19.05,1.43,0.7,1.065,25,51.11,30.3,48.89,69.7,54,46,4,18,2,0.222
9/19/20,San Jose,Portland,14.27,15.8,4.55,4.64,41.67,26.32,1.74,1.9,1.82,46,26.32,19.05,73.68,80.95,33,67,4,11,1,0.364
